state,county,population,lat,long
IA,Butler,14539,42.7317015,-92.7906055
IA,Dubuque,96854,42.4849805,-90.8040035
IA,Delaware,17069,42.4708025,-91.3692935
IA,Webster,36277,42.4271625,-94.187332
IA,Buchanan,21199,42.4701905,-91.839321
IA,Woodbury,102539,42.3863465,-96.083852
IA,Ida,6841,42.386337,-95.532089
IA,Sac,9719,42.385717,-95.122356
IA,Calhoun,9699,42.384735,-94.6560065
IA,Hamilton,14952,42.3837205,-93.717117
IA,Hardin,16868,42.383293,-93.2505795
IA,Grundy,12304,42.3830385,-92.7803125
IA,Jackson,19432,42.207614,-90.526297
IA,Jones,20744,42.121345,-91.1319045
IA,Linn,225909,42.0795655,-91.597321
IA,Benton,25642,42.080457,-92.0649405
IA,Tama,16904,42.07995,-92.533127
IA,Monona,8679,42.039142,-96.015346
IA,Crawford,17158,42.0372775,-95.381811
IA,Greene,8981,42.0363415,-94.396472
IA,Boone,26346,42.0366695,-93.931368
IA,Story,98105,42.036025,-93.465056
IA,Marshall,39981,42.0362565,-92.998782
IA,Clinton,46518,41.8812165,-90.5192725
IA,Cedar,18627,41.7722715,-91.1324105
IA,Shelby,11578,41.6840695,-95.2994455
IA,Audubon,5506,41.683761,-94.896745
IA,Guthrie,10720,41.683339,-94.493116
IA,Iowa,16141,41.6864235,-92.062612
IA,Poweshiek,18699,41.6857865,-92.5321265
IA,Jasper,37147,41.685464,-93.0525945
IA,Scott,173283,41.610581,-90.6063115
IA,Muscatine,42929,41.4659825,-91.076572
IA,Cass,12930,41.331557,-94.92822
IA,Keokuk,10225,41.3363685,-92.178783
IA,Warren,51056,41.3362875,-93.559249
IA,Madison,16249,41.334263,-94.0154165
IA,Mahaska,22000,41.335307,-92.640827
IA,Marion,33407,41.3345905,-93.0991925
IA,Louisa,11169,41.248468,-91.215988
IA,Mills,15063,41.030674,-95.633919
IA,Montgomery,10003,41.030332,-95.1562755
IA,Adams,3645,41.029005,-94.699531
IA,Henry,20067,40.9877265,-91.5445425
IA,Jefferson,18381,41.031649,-91.9479335
IA,Union,12359,41.0272985,-94.242484
IA,Wapello,35205,41.030774,-92.4097165
IA,Clarke,9423,41.029533,-93.7856715
IA,Lucas,8645,41.029783,-93.3275755
IA,Monroe,7790,41.0298745,-92.869154
IA,Des Moines,39138,40.8851955,-91.1757885
IA,Fremont,6993,40.741097,-95.6297625
IA,Page,15249,40.738309,-95.149189
IA,Taylor,6191,40.73568,-94.699654
IA,Ringgold,4968,40.7351635,-94.243008
IA,Van Buren,7020,40.7496675,-91.9482745
IA,Davis,9017,40.7452865,-92.4090815
IA,Decatur,7890,40.7366415,-93.786016
IA,Wayne,6401,40.7391835,-93.3270975
IA,Appanoose,12437,40.74145,-92.867825
IA,Lee,34055,40.5945225,-91.4156105
MO,Boone,180005,38.945981,-92.3372425
MO,Cass,104954,38.6463295,-94.338591
MO,Christian,86983,36.9536655,-93.256524
MO,Cole,76796,38.5309215,-92.2197115
MO,Dunklin,29423,36.3131695,-90.16588
MO,Greene,291923,37.2580585,-93.3436925
MO,Henry,21792,38.384227,-93.793122
MO,Jackson,700307,39.0350565,-94.3565785
MO,Pulaski,52014,37.8118605,-92.217417
MO,Scott,38458,37.056437,-89.5497395
MO,St. Charles,399182,38.7512445,-90.536784
MO,Adair,25339,40.1918575,-92.6006275
MO,Andrew,17607,39.974852,-94.831808
MO,Atchison,5171,40.423457,-95.476206
MO,Audrain,25473,39.203426,-91.861752
MO,Barry,35886,36.715246,-93.825497
MO,Barton,11798,37.501434,-94.345575
MO,Bates,16320,38.2518095,-94.331992
MO,Benton,19278,38.2989335,-93.2912785
MO,Bollinger,12169,37.319698,-90.0421765
MO,Buchanan,88571,39.675483,-94.8574015
MO,Butler,42639,36.7121305,-90.4082955
MO,Caldwell,9108,39.656673,-93.98339
MO,Callaway,44889,38.8109895,-91.9273295
MO,Camden,45815,38.0361035,-92.7442195
MO,Cape Girardeau,78753,37.3640345,-89.643927
MO,Carroll,8743,39.4112635,-93.431834
MO,Carter,6054,36.9559285,-90.9430345
MO,Cedar,14165,37.736838,-93.842437
MO,Chariton,7451,39.464303,-92.986769
MO,Clark,6842,40.4312005,-91.685117
MO,Clay,246365,39.2830795,-94.408998
MO,Clinton,20470,39.6009385,-94.404109
MO,Cooper,17603,38.87228,-92.7791755
MO,Crawford,23957,37.9540865,-91.315549
MO,Dade,7569,37.4317905,-93.849933
MO,Dallas,16762,37.6595665,-93.0188305
MO,Daviess,8313,39.96065,-93.988896
MO,DeKalb,12630,39.892548,-94.404417
MO,Dent,15441,37.6032815,-91.481225
MO,Douglas,13373,36.932331,-92.499022
MO,Franklin,103670,38.4561905,-91.050775
MO,Gasconade,14705,38.4311855,-91.5051645
MO,Gentry,6628,40.2107995,-94.4104265
MO,Grundy,9914,40.112933,-93.562986
MO,Harrison,8414,40.3552465,-93.997782
MO,Hickory,9509,37.937655,-93.319651
MO,Holt,4404,40.063089,-95.271813
MO,Howard,10137,39.1557215,-92.6872455
MO,Howell,40076,36.7773395,-91.888011
MO,Iron,10177,37.505462,-90.8450445
MO,Jasper,120636,37.206147,-94.335409
MO,Jefferson,224347,38.2526855,-90.516425
MO,Johnson,53652,38.7470595,-93.811248
MO,Knox,3947,40.126091,-92.1479285
MO,Laclede,35713,37.68434,-92.554389
MO,Lafayette,32598,39.1007525,-93.795704
MO,Lawrence,38359,37.1064545,-93.8339175
MO,Lewis,9855,40.101244,-91.694102
MO,Lincoln,57686,39.049049,-90.9649285
MO,Linn,12037,39.868643,-93.1061425
MO,Livingston,15146,39.7895065,-93.511778
MO,Macon,15153,39.8213225,-92.572901
MO,Madison,12188,37.477866,-90.3441325
MO,Maries,8769,38.1516465,-91.9141635
MO,Marion,28592,39.8029395,-91.5767125
MO,McDonald,23078,36.6325735,-94.342726
MO,Mercer,3641,40.4222345,-93.5707035
MO,Miller,25336,38.223648,-92.438629
MO,Mississippi,13336,36.818481,-89.309326
MO,Moniteau,16121,38.6749565,-92.6115875
MO,Monroe,8664,39.500363,-92.010981
MO,Montgomery,11534,38.9123675,-91.4537015
MO,Morgan,20358,38.4398155,-92.8514405
MO,New Madrid,17296,36.603213,-89.649977
MO,Newton,58266,36.9023075,-94.3389345
MO,Nodaway,22304,40.3523275,-94.9003755
MO,Oregon,10541,36.692918,-91.3971295
MO,Osage,13714,38.4976155,-91.9180235
MO,Ozark,9017,36.651648,-92.4423435
MO,Pemiscot,16272,36.2133345,-89.7479085
MO,Perry,19150,37.735891,-89.811355
MO,Pettis,42542,38.724579,-93.281598
MO,Phelps,44732,37.876191,-91.7771415
MO,Pike,18504,39.3688035,-91.090815
MO,Platte,102985,39.343225,-94.8518535
MO,Polk,32201,37.6233195,-93.402811
MO,Putnam,4757,40.46615,-93.019649
MO,Ralls,10212,39.502604,-91.4482395
MO,Randolph,24763,39.4284125,-92.504119
MO,Ray,22883,39.331012,-93.985489
MO,Reynolds,6254,37.327088,-91.024337
MO,Ripley,13401,36.6610105,-90.8507795
MO,St. Clair,9395,38.0234895,-93.7814775
MO,St. Francois,66692,37.859083,-90.3792055
MO,Ste. Genevieve,17888,37.8987205,-90.191972
MO,Saline,22895,39.169796,-93.1728005
MO,Schuyler,4599,40.4703695,-92.533985
MO,Scotland,4966,40.453337,-92.147439
MO,Shannon,8189,37.153294,-91.337637
MO,Shelby,6050,39.779288,-92.0698345
MO,Stoddard,29206,36.877403,-89.9717235
MO,Stone,31749,36.747109,-93.458644
MO,Sullivan,6221,40.209759,-93.1112635
MO,Taney,55852,36.657319,-93.0400965
MO,Texas,25571,37.327084,-91.949803
MO,Vernon,20528,37.849889,-94.33813
MO,Warren,34711,38.7701535,-91.1885865
MO,Washington,24943,37.9704415,-90.8699985
MO,Wayne,13122,37.1196785,-90.4449535
MO,Webster,39109,37.2772475,-92.8778745
MO,Worth,2040,40.4780805,-94.4231565
MO,Wright,18378,37.270599,-92.469739
OK,Canadian,144447,35.524866,-97.9923445
OK,Cleveland,281669,35.152772,-97.4068215
OK,Custer,29036,35.6383705,-99.0001005
OK,Garvin,27811,34.6809755,-97.3003765
OK,Grady,55551,35.029515,-97.8820565
OK,Jackson,24949,34.5953995,-99.444509
OK,Kay,44161,36.79643,-97.1061485
OK,Logan,47291,35.944552,-97.4080505
OK,McClain,39985,35.0959815,-97.3010905
OK,Oklahoma,792582,35.551415,-97.4075535
OK,Pawnee,16390,36.3621465,-96.6377065
OK,Payne,82040,36.093742,-96.9876145
OK,Washington,51843,36.711448,-95.8939155
OK,Adair,22082,35.9002255,-94.63999
OK,Alfalfa,5754,36.7310505,-98.3246375
OK,Atoka,13838,34.4186275,-96.03967
OK,Beaver,5319,36.750723,-100.478358
OK,Beckham,21709,35.269486,-99.680304
OK,Blaine,9485,35.8582085,-98.42187
OK,Bryan,47192,33.9218635,-96.1917675
OK,Caddo,28977,35.203258,-98.3576
OK,Carter,48177,34.289028,-97.2480365
OK,Cherokee,48675,35.9000855,-95.039383
OK,Choctaw,14668,34.0116365,-95.573733
OK,Cimarron,2153,36.7505535,-102.5153845
OK,Coal,5520,34.5929905,-96.302869
OK,Comanche,120422,34.630707,-98.457611
OK,Cotton,5776,34.2846955,-98.4004915
OK,Craig,14306,36.7547165,-95.212558
OK,Creek,71604,35.901279,-96.3254925
OK,Delaware,42733,36.4160105,-94.7871035
OK,Dewey,4894,35.9884055,-99.0070295
OK,Ellis,3952,36.2176695,-99.692392
OK,Garfield,60913,36.3790495,-97.7824665
OK,Grant,4326,36.796334,-97.7871655
OK,Greer,5821,34.9206955,-99.5674945
OK,Harmon,2664,34.768586,-99.8333035
OK,Harper,3797,36.7972295,-99.649173
OK,Haskell,12668,35.2585865,-95.1342915
OK,Hughes,13335,35.0288005,-96.236081
OK,Jefferson,6123,34.069388,-97.838022
OK,Johnston,10949,34.3102295,-96.6705005
OK,Kingfisher,15816,35.945015,-97.942285
OK,Kiowa,8729,34.8591475,-99.0145535
OK,Latimer,10231,34.869625,-95.221091
OK,Le Flore,49980,34.9465015,-94.7455655
OK,Lincoln,34920,35.7023485,-96.881069
OK,Love,10134,33.894015,-97.2479835
OK,Major,7644,36.3342455,-98.5323945
OK,Marshall,16806,33.9985115,-96.7618715
OK,Mayes,41107,36.292392,-95.222851
OK,McCurtain,32703,34.062012,-94.808835
OK,McIntosh,19815,35.3478675,-95.66418
OK,Murray,13953,34.4847885,-97.089723
OK,Muskogee,68362,35.559533,-95.408099
OK,Noble,11289,36.3795195,-97.17481
OK,Nowata,10218,36.7984235,-95.608696
OK,Okfuskee,12098,35.464493,-96.303086
OK,Okmulgee,38335,35.6168555,-95.9529005
OK,Osage,47014,36.58029,-96.5324585
OK,Ottawa,31175,36.833646,-94.8276855
OK,Pittsburg,43877,34.94721,-95.720638
OK,Pontotoc,38247,34.7348765,-96.669329
OK,Pottawatomie,72679,35.1819675,-96.883024
OK,Pushmataha,11179,34.4187965,-95.358515
OK,Roger Mills,3656,35.71729,-99.6822625
OK,Rogers,91984,36.336415,-95.571785
OK,Seminole,24578,35.162447,-96.6089985
OK,Sequoyah,41179,35.4657285,-94.781826
OK,Stephens,43265,34.485197,-97.8522355
OK,Texas,20455,36.74871,-101.488904
OK,Tillman,7348,34.381094,-98.9205355
OK,Wagoner,80110,35.963955,-95.513955
OK,Washita,11127,35.28134,-98.9911545
OK,Woods,8897,36.696386,-98.994837
OK,Woodward,20222,36.4905715,-99.280707
ID,Kootenai,161505,47.678798,-116.682741
ID,Canyon,223499,43.5852035,-116.7501815
ID,Ada,469966,43.4598845,-116.24405
ID,Blaine,22601,43.2825295,-114.0019295
ID,Twin Falls,86081,42.456197,-114.5194735
ID,Bingham,46236,43.2448975,-112.2977775
ID,Madison,39304,43.7761065,-111.6910275
ID,Teton,11640,43.7423015,-111.2230055
ID,Adams,4250,44.855946,-116.4952125
ID,Bannock,87138,42.639468,-112.313269
ID,Bear Lake,6050,42.300798,-111.3405555
ID,Benewah,9226,47.2183525,-116.684783
ID,Boise,7634,43.967345,-115.6299
ID,Bonner,44727,48.368808,-116.545502
ID,Bonneville,116854,43.3234,-111.7820105
ID,Boundary,11948,48.7508815,-116.5407715
ID,Butte,2611,43.7593055,-113.2464995
ID,Camas,1127,43.5284565,-114.7306415
ID,Caribou,7060,42.7191025,-111.596678
ID,Cassia,23864,42.337972,-113.6437515
ID,Clark,852,44.270728,-112.306375
ID,Clearwater,8758,46.60011,-115.525547
ID,Custer,4280,44.22387,-114.3127115
ID,Elmore,27259,43.4221765,-115.618713
ID,Franklin,13726,42.214087,-111.816775
ID,Fremont,13168,44.3192165,-111.601717
ID,Gem,17634,44.155654,-116.4324805
ID,Gooding,15196,42.9239015,-114.8405915
ID,Idaho,16513,45.888339,-115.5575175
ID,Jefferson,29439,43.8407325,-112.161773
ID,Jerome,24015,42.672911,-114.2745995
ID,Latah,40134,46.834525,-116.6845535
ID,Lemhi,7961,44.9674285,-113.816881
ID,Lewis,3861,46.2311445,-116.3631945
ID,Lincoln,5360,42.982269,-114.1543065
ID,Minidoka,20825,42.859717,-113.672965
ID,Nez Perce,40408,46.242557,-116.7125255
ID,Oneida,4488,42.249807,-112.535737
ID,Owyhee,11693,42.8384385,-116.0322455
ID,Payette,23551,43.972569,-116.7158615
ID,Power,7768,42.719296,-112.8116395
ID,Shoshone,12796,47.501243,-115.6467825
ID,Valley,11041,44.6837665,-115.453129
ID,Washington,10161,44.496301,-116.771392
KY,Adair,19215,37.1177325,-85.2850985
KY,Allen,21122,36.781963,-86.184202
KY,Anderson,22663,38.006761,-84.983185
KY,Ballard,7979,37.0726885,-88.9992305
KY,Barren,44176,36.9462675,-85.9529975
KY,Bath,12383,38.14977,-83.7251265
KY,Bell,26569,36.7691835,-83.7083665
KY,Boone,131533,38.9623755,-84.7476975
KY,Bourbon,20184,38.219389,-84.207715
KY,Boyd,47240,38.370449,-82.6946655
KY,Boyle,30100,37.624681,-84.845886
KY,Bracken,8239,38.689085,-84.0699395
KY,Breathitt,12726,37.5160525,-83.2641725
KY,Breckinridge,20388,37.8050585,-86.414578
KY,Bullitt,81069,37.962131,-85.6835755
KY,Butler,12772,37.1974445,-86.670278
KY,Caldwell,12715,37.1650795,-87.888199
KY,Calloway,39135,36.6237285,-88.260782
KY,Campbell,93152,38.964178,-84.368998
KY,Carlisle,4771,36.8634315,-88.996063
KY,Carroll,10737,38.6711255,-85.133794
KY,Carter,27004,38.337332,-83.056542
KY,Casey,15888,37.325398,-84.935648
KY,Christian,71671,36.898191,-87.4963695
KY,Clark,36249,37.969647,-84.1563345
KY,Clay,20105,37.14821,-83.737342
KY,Clinton,10206,36.7514885,-85.135412
KY,Crittenden,8915,37.3374,-88.079776
KY,Cumberland,6659,36.7783305,-85.4085145
KY,Daviess,101104,37.745518,-87.1128235
KY,Edmonson,12274,37.1970405,-86.2591295
KY,Elliott,7508,38.1312075,-83.078094
KY,Estill,14198,37.697961,-83.91924
KY,Fleming,14432,38.348172,-83.7164395
KY,Franklin,50815,38.2351815,-84.8744395
KY,Fulton,6120,36.5740825,-89.2031875
KY,Gallatin,8832,38.7596245,-84.8418455
KY,Garrard,17560,37.650266,-84.5463465
KY,Grant,25121,38.6376155,-84.6310435
KY,Graves,37317,36.723966,-88.651849
KY,Grayson,26321,37.469382,-86.3479905
KY,Green,11049,37.2905655,-85.525048
KY,Greenup,35268,38.5652555,-82.91595
KY,Hancock,8758,37.8272,-86.8047375
KY,Hardin,110356,37.723724,-85.977879
KY,Harlan,26409,36.84295,-83.183717
KY,Hart,18906,37.299155,-85.904149
KY,Henderson,45591,37.807209,-87.59935
KY,Henry,16106,38.466212,-85.107215
KY,Hickman,4421,36.65005,-89.007138
KY,Hopkins,45068,37.3377655,-87.5733355
KY,Jackson,13442,37.415986,-83.994063
KY,Jessamine,53920,37.8661475,-84.578866
KY,Johnson,22386,37.851758,-82.808521
KY,Kenton,166051,38.945415,-84.5209195
KY,Knott,15126,37.350915,-82.922758
KY,Knox,31304,36.871089,-83.8328845
KY,Larue,14307,37.57714,-85.679527
KY,Laurel,60669,37.1374975,-84.115369
KY,Lawrence,15571,38.072675,-82.743091
KY,Lee,7033,37.603544,-83.713939
KY,Leslie,10143,37.097772,-83.360602
KY,Letcher,21899,37.113128,-82.859388
KY,Lewis,13257,38.522488,-83.3370995
KY,Lincoln,24644,37.4393485,-84.6534245
KY,Livingston,9242,37.2035635,-88.379732
KY,Logan,26989,36.8584025,-86.836216
KY,Lyon,8009,37.0234335,-88.0586835
KY,Madison,92368,37.7164125,-84.30299
KY,Magoffin,12362,37.689787,-83.0734865
KY,Marion,19404,37.571348,-85.275731
KY,Marshall,31191,36.905571,-88.298264
KY,Martin,11323,37.8169125,-82.492598
KY,Mason,17150,38.61225,-83.8081005
KY,McCracken,65346,37.0849225,-88.708179
KY,McCreary,17408,36.775641,-84.502825
KY,McLean,9252,37.5329005,-87.2689535
KY,Meade,28715,37.998837,-86.2333585
KY,Menifee,6451,37.938613,-83.6041475
KY,Mercer,21774,37.824471,-84.8600445
KY,Metcalfe,10030,37.000233,-85.6093585
KY,Monroe,10718,36.728547,-85.7066715
KY,Montgomery,28203,38.047664,-83.9187205
KY,Morgan,13345,37.9140215,-83.23382
KY,Muhlenberg,30774,37.2282995,-87.141445
KY,Nelson,45851,37.759299,-85.4469355
KY,Nicholas,7166,38.326308,-84.013889
KY,Ohio,24087,37.4750335,-86.8581415
KY,Oldham,66470,38.4046835,-85.460565
KY,Owen,10880,38.5310345,-84.8283285
KY,Owsley,4472,37.39927,-83.703258
KY,Pendleton,14529,38.702144,-84.363829
KY,Perry,26092,37.209904,-83.2759785
KY,Pike,58402,37.4685305,-82.348832
KY,Powell,12442,37.825159,-83.8290145
KY,Pulaski,64623,37.111431,-84.5943865
KY,Robertson,2135,38.514795,-84.0571255
KY,Rockcastle,16750,37.345402,-84.318763
KY,Rowan,24583,38.2076785,-83.420226
KY,Russell,17821,37.006681,-85.055331
KY,Scott,56031,38.302724,-84.5712205
KY,Shelby,48518,38.197662,-85.2125825
KY,Simpson,18529,36.7582645,-86.5819065
KY,Spencer,18794,38.0436835,-85.306852
KY,Taylor,25549,37.3376915,-85.3294675
KY,Todd,12311,36.85867,-87.19307
KY,Trigg,14643,36.817675,-87.9085355
KY,Trimble,8515,38.614836,-85.312624
KY,Union,14505,37.6861475,-87.947366
KY,Warren,131264,36.9834,-86.393987
KY,Washington,12084,37.7730915,-85.2012345
KY,Wayne,20468,36.8004105,-84.8212325
KY,Webster,13111,37.499096,-87.6583955
KY,Whitley,36242,36.7802695,-84.116735
KY,Wolfe,7177,37.7421915,-83.4757885
KY,Woodford,26533,38.021315,-84.7449935
MA,Dukes and Nantucket,,,
ME,Androscoggin,107679,44.1969635,-70.23954
ME,Aroostook,67111,46.516267,-68.8868925
ME,Cumberland,293557,43.8532205,-70.357789
ME,Franklin,29897,45.063385,-70.3825825
ME,Hancock,54811,44.6761495,-68.402311
ME,Kennebec,122083,44.4139665,-69.7520405
ME,Knox,39771,44.14304,-69.0176625
ME,Lincoln,34342,44.06695,-69.5477905
ME,Oxford,57618,44.5661175,-70.661619
ME,Penobscot,151096,45.5199025,-68.6477135
ME,Piscataquis,16800,45.7925045,-69.3002725
ME,Sagadahoc,35634,43.9357215,-69.871
ME,Somerset,50592,45.5756585,-69.909808
ME,Waldo,39694,44.4866535,-69.151294
ME,Washington,31490,45.041545,-67.527456
ME,York,206229,43.436986,-70.6693605
MI,Barry,61157,42.5953165,-85.3085865
MI,Bay,103923,43.7379655,-83.9334715
MI,Berrien,154141,42.001413,-86.523884
MI,Calhoun,134487,42.245943,-85.004518
MI,Charlevoix,26244,45.4723485,-85.217248
MI,Clare,30757,43.9889575,-84.847423
MI,Clinton,79332,42.9443655,-84.600372
MI,Eaton,109826,42.596106,-84.837324
MI,Genesee,406892,43.001976,-83.6927175
MI,Ingham,292735,42.5993115,-84.371737
MI,Jackson,158823,42.24753,-84.424632
MI,Kent,653786,43.031205,-85.550144
MI,Leelanau,21764,45.109002,-85.8417115
MI,Livingston,191224,42.603706,-83.9114985
MI,Macomb,874759,42.672347,-82.905366
MI,Midland,83209,43.64722,-84.387429
MI,Monroe,150439,41.9089625,-83.4776985
MI,Montcalm,63968,43.29352,-85.1989215
MI,Otsego,24665,45.0284825,-84.6121395
MI,Ottawa,290494,42.98673,-86.027247
MI,Saginaw,190800,43.3486755,-84.032567
MI,St. Clair,159337,42.8437715,-82.704611
MI,Tuscola,52516,43.475171,-83.401597
MI,Washtenaw,370963,42.2533715,-83.8356795
MI,Wexford,33466,44.338583,-85.577593
MI,Alcona,10362,44.6836535,-83.5809385
MI,Alger,9097,46.4248025,-86.4905835
MI,Allegan,117327,42.5937585,-85.908542
MI,Alpena,28360,45.0317825,-83.5781675
MI,Antrim,23365,45.0099685,-85.1447795
MI,Arenac,15041,44.0370185,-83.865801
MI,Baraga,8320,46.693308,-88.3353905
MI,Benzie,17753,44.645681,-86.0370745
MI,Branch,43622,41.915917,-85.059378
MI,Cass,51653,41.9152675,-85.9931415
MI,Cheboygan,25413,45.493323,-84.469315
MI,Chippewa,37517,46.3427035,-84.355547
MI,Crawford,13901,44.68263,-84.610786
MI,Delta,35857,45.8505825,-86.9137555
MI,Dickinson,25383,45.9844745,-87.876012
MI,Emmet,33308,45.5302615,-84.9260625
MI,Gladwin,25337,43.987674,-84.3871055
MI,Gogebic,15096,46.431578,-89.704362
MI,Grand Traverse,92573,44.751678,-85.5753445
MI,Gratiot,40599,43.292048,-84.6068785
MI,Hillsdale,45749,41.8847725,-84.5934535
MI,Houghton,36219,46.8529005,-88.609394
MI,Huron,31166,43.869062,-83.036831
MI,Ionia,64210,42.9443645,-85.074701
MI,Iosco,25081,44.33676,-83.602122
MI,Iron,11117,46.1704445,-88.5539035
MI,Isabella,70562,43.640612,-84.847423
MI,Kalamazoo,264870,42.24538,-85.528989
MI,Kalkaska,17824,44.6853385,-85.0906545
MI,Keweenaw,2113,47.6953785,-88.4828365
MI,Lake,11881,43.991351,-85.8022135
MI,Lapeer,88028,43.1037405,-83.22219
MI,Lenawee,98266,41.8945275,-84.0632235
MI,Luce,6283,46.500167,-85.551432
MI,Mackinac,10787,45.9836895,-84.9897935
MI,Manistee,24528,44.3412375,-86.1023345
MI,Marquette,66516,46.44878,-87.6167435
MI,Mason,29100,43.997148,-86.276313
MI,Mecosta,43545,43.640912,-85.3237175
MI,Menominee,22983,45.5403475,-87.576249
MI,Missaukee,15113,44.336839,-85.0946665
MI,Montmorency,9265,45.0285455,-84.1259955
MI,Muskegon,173588,43.2953465,-86.1263215
MI,Newaygo,48892,43.5543185,-85.8009415
MI,Oceana,26625,43.6434265,-86.2894
MI,Ogemaw,20952,44.3347555,-84.12731
MI,Ontonagon,5795,46.6825815,-89.3762965
MI,Osceola,23341,43.989397,-85.325797
MI,Oscoda,8276,44.6818405,-84.1291955
MI,Presque Isle,12738,45.41277,-83.8168815
MI,Roscommon,23884,44.3357755,-84.611917
MI,St. Joseph,61043,41.915301,-85.5417565
MI,Sanilac,41182,43.422268,-82.8117765
MI,Schoolcraft,8068,46.131351,-86.2402665
MI,Shiawassee,68192,42.95428,-84.1452045
MI,Van Buren,75448,42.244998,-86.0639115
MN,Benton,40545,45.6906045,-94.0563
MN,Blue Earth,67427,44.056197,-94.069746
MN,Chisago,55922,45.5132505,-92.894288
MN,Clay,63955,46.890294,-96.5034365
MN,Dakota,425423,44.6957595,-93.0308285
MN,Dodge,20822,44.0225965,-92.862189
MN,Filmore,,,
MN,Hennepin,1259428,45.0161545,-93.472953
MN,Jackson,9911,43.6741695,-95.1544385
MN,Martin,19785,43.6742145,-94.550839
MN,Mower,40011,43.674059,-92.749236
MN,Nicollet,34220,44.3060845,-94.354921
MN,Renville,14612,44.674182,-94.9903095
MN,Rice,66523,44.369966,-93.2823575
MN,Scott,147381,44.678085,-93.594287
MN,Stearns,159256,45.5290025,-94.5935915
MN,St. Louis,199754,47.640367,-92.444011
MN,Steele,36803,44.022418,-93.226276
MN,Wabasha,21645,44.2810725,-92.204632
MN,Waseca,18691,44.0221665,-93.587268
MN,Washington,259201,45.021317,-92.8805245
MN,Wright,136349,45.2004125,-93.8893675
MN,Aitkin,15902,46.5922045,-93.432493
MN,Becker,34371,46.9340225,-95.6784685
MN,Beltrami,46847,47.9750295,-95.0082935
MN,Big Stone,4989,45.381402,-96.4695325
MN,Brown,25111,44.303117,-94.7388135
MN,Carlton,35837,46.593232,-92.678232
MN,Cass,29519,46.8792245,-94.280568
MN,Chippewa,11924,44.9524445,-95.641594
MN,Clearwater,8810,47.586005,-95.3760295
MN,Cook,5393,47.855374,-90.260538
MN,Cottonwood,11277,44.0219265,-95.1609675
MN,Crow Wing,64889,46.4810575,-94.085871
MN,Douglas,37964,45.9329315,-95.454291
MN,Faribault,13758,43.6738295,-93.9481275
MN,Fillmore,21058,43.674347,-92.089591
MN,Freeborn,30444,43.6738995,-93.3488625
MN,Goodhue,46403,44.4542935,-92.6415845
MN,Grant,6021,45.9340975,-96.012334
MN,Houston,18578,43.6737515,-91.4738885
MN,Hubbard,21332,47.1082445,-94.9210295
MN,Isanti,39966,45.573044,-93.266623
MN,Itasca,45108,47.462071,-93.7374915
MN,Kanabec,16207,45.94505,-93.2863715
MN,Kandiyohi,42855,45.1520855,-95.006374
MN,Kittson,4248,48.771938,-96.813342
MN,Koochiching,12440,48.2788805,-93.755514
MN,Lac qui Parle,6658,45.037136,-96.0949815
MN,Lake,10658,47.572349,-91.4099255
MN,Lake of the Woods,3758,48.8751645,-94.885716
MN,Le Sueur,28494,44.369727,-93.769798
MN,Lincoln,5673,44.413985,-96.265677
MN,Lyon,25629,44.413008,-95.843385
MN,McLeod,35873,44.804808,-94.2561295
MN,Mahnomen,5519,47.3257365,-95.8094035
MN,Marshall,9390,48.358052,-96.378152
MN,Meeker,23141,45.109401,-94.50969
MN,Mille Lacs,26139,45.902961,-93.6205895
MN,Morrison,33169,46.061314,-94.208705
MN,Murray,8276,44.022168,-95.7635235
MN,Nobles,21924,43.6744675,-95.752683
MN,Norman,6475,47.324829,-96.465665
MN,Otter Tail,58812,46.4123075,-95.713384
MN,Pennington,14178,48.054435,-96.041528
MN,Pine,29483,46.0746465,-92.7178255
MN,Pipestone,9047,44.0229095,-96.2585915
MN,Polk,31529,47.83643,-96.3500685
MN,Pope,11097,45.5861225,-95.444994
MN,Red Lake,3999,47.862315,-96.095849
MN,Redwood,15249,44.446792,-95.2303205
MN,Rock,9414,43.674841,-96.252864
MN,Roseau,15150,48.7692585,-95.7476355
MN,Sherburne,96036,45.4026645,-93.8297685
MN,Sibley,15028,44.5869425,-94.1981835
MN,Stevens,9753,45.5859625,-96.000712
MN,Swift,9345,45.2823655,-95.682408
MN,Todd,24582,46.071148,-94.8996215
MN,Traverse,3308,45.803686,-96.5553885
MN,Wadena,13773,46.5866625,-94.9459705
MN,Watonwan,10980,43.9783725,-94.6143265
MN,Wilkin,6254,46.326227,-96.524731
MN,Winona,50825,44.019969,-91.6818145
MN,Yellow Medicine,9795,44.738971,-95.9060325
MT,Broadwater,6085,46.30766,-111.4225565
MT,Flathead,102106,48.2988765,-113.949347
MT,Gallatin,111876,45.3336715,-111.2945515
MT,Lewis and Clark,68700,47.184233,-112.3316935
MT,Madison,8768,45.2828225,-112.0275815
MT,Missoula,118791,47.116106,-114.050054
MT,Ravalli,43172,46.0601695,-114.041255
MT,Roosevelt,11059,48.2799575,-104.9439585
MT,Silver Bow,34993,45.904611,-112.6378715
MT,Yellowstone,160137,45.9782615,-108.1940915
MT,Beaverhead,9404,45.149514,-112.705168
MT,Big Horn,13338,45.5187075,-107.481703
MT,Blaine,6807,48.360516,-108.8939195
MT,Carbon,10714,45.3190545,-108.963333
